id,date,store_nbr,family,sales,onpromotion,city,state,type_x,cluster,transactions,type_y,locale,locale_name,description,transferred,dcoilwtico,data
183549,2013-04-14,1,BEVERAGES,398.0,0,Quito,Pichincha,D,13,525.0,Holiday,Local,Libertad,Cantonizacion de Libertad,False,91.23,2013-04-14
892031,2014-05-17,38,DAIRY,1133.0,2,Loja,Loja,D,4,2287.0,,,,,,102.31,2014-05-17
1965507,2016-01-11,8,PLAYERS AND ELECTRONICS,15.0,0,Quito,Pichincha,D,8,2730.0,,,,,,31.42,2016-01-11
1419941,2015-03-10,5,HOME APPLIANCES,2.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1579.0,,,,,,48.42,2015-03-10
1782522,2015-09-30,23,PLAYERS AND ELECTRONICS,2.0,0,Ambato,Tungurahua,D,9,965.0,,,,,,45.06,2015-09-30
724988,2014-02-12,50,FROZEN FOODS,158.027,0,Ambato,Tungurahua,A,14,2550.0,,,,,,100.38,2014-02-12
1879000,2015-11-23,30,GROCERY II,3.0,0,Guayaquil,Guayas,C,3,669.0,,,,,,39.27,2015-11-23
598252,2013-12-02,44,POULTRY,1346.269,0,Quito,Pichincha,A,5,4259.0,,,,,,93.61,2013-12-02
1550759,2015-05-23,20,MAGAZINES,0.0,0,Quito,Pichincha,B,6,1805.0,,,,,,58.88,2015-05-23
2088840,2016-03-21,19,CELEBRATION,5.0,0,Guaranda,Bolivar,C,15,1247.0,,,,,,39.91,2016-03-21
2807514,2017-04-29,33,CELEBRATION,23.0,0,Quevedo,Los Rios,C,3,932.0,,,,,,49.31,2017-04-29
2611149,2017-01-09,23,MEATS,319.953,0,Ambato,Tungurahua,D,9,943.0,,,,,,51.95,2017-01-09
411242,2013-08-19,47,PREPARED FOODS,177.557,0,Quito,Pichincha,A,14,3409.0,,,,,,107.14,2013-08-19
621297,2013-12-15,41,CELEBRATION,0.0,0,Machala,El Oro,D,4,1421.0,,,,,,96.27,2013-12-15
671668,2014-01-13,54,LADIESWEAR,0.0,0,El Carmen,Manabi,C,3,775.0,,,,,,91.45,2014-01-13
1387147,2015-02-20,3,PERSONAL CARE,486.0,0,Quito,Pichincha,D,8,3178.0,,,,,,49.95,2015-02-20
1679557,2015-08-03,34,"LIQUOR,WINE,BEER",29.0,0,Guayaquil,Guayas,B,6,2239.0,,,,,,45.25,2015-08-03
2042083,2016-02-23,7,EGGS,281.0,0,Quito,Pichincha,D,8,1685.0,,,,,,31.84,2016-02-23
2115281,2016-04-05,10,HARDWARE,0.0,0,Quito,Pichincha,C,15,916.0,,,,,,34.52,2016-04-05
727604,2014-02-14,24,LAWN AND GARDEN,12.0,0,Guayaquil,Guayas,D,1,2810.0,,,,,,100.31,2014-02-14
2630435,2017-01-20,15,BREAD/BAKERY,115.0,2,Ibarra,Imbabura,C,15,1194.0,,,,,,52.33,2017-01-20
900146,2014-05-22,16,BREAD/BAKERY,192.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,810.0,,,,,,104.03,2014-05-22
16031,2013-01-09,9,PET SUPPLIES,0.0,0,Quito,Pichincha,B,6,1976.0,,,,,,93.08,2013-01-09
373709,2013-07-29,44,HOME APPLIANCES,4.0,0,Quito,Pichincha,A,5,3520.0,,,,,,104.61,2013-07-29
1406993,2015-03-03,37,BREAD/BAKERY,620.46,2,Cuenca,Azuay,D,2,1452.0,,,,,,50.43,2015-03-03
1294947,2014-12-30,42,PLAYERS AND ELECTRONICS,0.0,0,Cuenca,Azuay,D,2,0.0,,,,,,54.14,2014-12-30
1361502,2015-02-06,10,LINGERIE,3.0,0,Quito,Pichincha,C,15,809.0,,,,,,51.66,2015-02-06
1365990,2015-02-08,36,LINGERIE,7.0,0,Libertad,Guayas,E,10,1109.0,,,,,,51.66,2015-02-08
2270708,2016-07-01,21,FROZEN FOODS,92.0,3,Santo Domingo,Santo Domingo de los Tsachilas,B,6,856.0,,,,,,49.02,2016-07-01
1232870,2014-11-24,50,MAGAZINES,6.0,0,Ambato,Tungurahua,A,14,2338.0,,,,,,75.74,2014-11-24
1011876,2014-07-23,5,PRODUCE,2275.479,133,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1392.0,Holiday,Local,Cayambe,Cantonizacion de Cayambe,False,103.81,2014-07-23
1621679,2015-07-02,10,PET SUPPLIES,0.0,0,Quito,Pichincha,C,15,1039.0,,,,,,56.93,2015-07-02
1716523,2015-08-24,21,POULTRY,175.733,1,Santo Domingo,Santo Domingo de los Tsachilas,B,6,1389.0,Holiday,Local,Ambato,Fundacion de Ambato,False,38.22,2015-08-24
69761,2013-02-09,16,SEAFOOD,2.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,1290.0,,,,,,95.71,2013-02-09
2434261,2016-10-01,10,HOME AND KITCHEN II,16.0,0,Quito,Pichincha,C,15,1090.0,,,,,,47.72,2016-10-01
1582538,2015-06-10,12,MAGAZINES,1.0,0,Latacunga,Cotopaxi,C,15,1260.0,,,,,,61.36,2015-06-10
1410569,2015-03-05,37,HOME APPLIANCES,0.0,0,Cuenca,Azuay,D,2,1606.0,,,,,,50.76,2015-03-05
943583,2014-06-15,34,HARDWARE,3.0,0,Guayaquil,Guayas,B,6,2251.0,Event,National,Ecuador,Mundial de futbol Brasil: Ecuador-Suiza,False,107.49,2014-06-15
2427831,2016-09-27,3,LINGERIE,11.0,0,Quito,Pichincha,D,8,2692.0,,,,,,44.65,2016-09-27
446523,2013-09-08,38,AUTOMOTIVE,8.0,0,Loja,Loja,D,4,2256.0,,,,,,110.62,2013-09-08
1937179,2015-12-27,13,GROCERY II,3.0,2,Latacunga,Cotopaxi,C,15,894.0,,,,,,37.62,2015-12-27
1006059,2014-07-20,37,LINGERIE,3.0,0,Cuenca,Azuay,D,2,1192.0,,,,,,103.83,2014-07-20
2107324,2016-03-31,37,EGGS,105.0,0,Cuenca,Azuay,D,2,1353.0,,,,,,36.94,2016-03-31
1607191,2015-06-23,53,PERSONAL CARE,152.0,2,Manta,Manabi,D,13,742.0,Holiday,Local,Guaranda,Cantonizacion de Guaranda,False,61.05,2015-06-23
1922362,2015-12-17,47,GROCERY II,75.0,0,Quito,Pichincha,A,14,4890.0,,,,,,34.98,2015-12-17
1391880,2015-02-23,13,CELEBRATION,0.0,0,Latacunga,Cotopaxi,C,15,958.0,,,,,,49.56,2015-02-23
1185545,2014-10-29,23,LAWN AND GARDEN,4.0,1,Ambato,Tungurahua,D,9,1060.0,,,,,,82.25,2014-10-29
2051587,2016-02-29,23,EGGS,79.0,1,Ambato,Tungurahua,D,9,915.0,,,,,,32.74,2016-02-29
443303,2013-09-06,47,HARDWARE,1.0,0,Quito,Pichincha,A,14,3302.0,,,,,,110.62,2013-09-06
600017,2013-12-03,44,FROZEN FOODS,612.058,0,Quito,Pichincha,A,5,4230.0,,,,,,95.83,2013-12-03
85328,2013-02-17,52,MAGAZINES,0.0,0,Manta,Manabi,A,11,0.0,,,,,,95.95,2013-02-17
2004301,2016-02-02,46,GROCERY II,55.0,0,Quito,Pichincha,A,14,3095.0,,,,,,29.9,2016-02-02
642090,2013-12-28,25,DELI,625.686,0,Salinas,Santa Elena,D,1,2640.0,,,,,,99.94,2013-12-28
2141254,2016-04-19,39,HOME AND KITCHEN II,17.0,0,Cuenca,Azuay,B,6,1599.0,Event,National,Ecuador,Terremoto Manabi+3,False,40.88,2016-04-19
338021,2013-07-09,43,BEAUTY,0.0,0,Esmeraldas,Esmeraldas,E,10,1163.0,,,,,,103.46,2013-07-09
968783,2014-06-29,41,BEAUTY,4.0,0,Machala,El Oro,D,4,1207.0,Event,National,Ecuador,Mundial de futbol Brasil: Octavos de Final,False,106.46,2014-06-29
644011,2013-12-29,29,HOME AND KITCHEN II,0.0,0,Guayaquil,Guayas,E,10,0.0,,,,,,99.94,2013-12-29
1744190,2015-09-08,48,DAIRY,919.0,3,Quito,Pichincha,A,14,2545.0,,,,,,45.92,2015-09-08
2609262,2017-01-08,20,HOME CARE,705.0,11,Quito,Pichincha,B,6,2131.0,,,,,,53.98,2017-01-08
196224,2013-04-21,15,CELEBRATION,0.0,0,Ibarra,Imbabura,C,15,1230.0,Holiday,Local,Riobamba,Cantonizacion de Riobamba,False,88.04,2013-04-21
1761584,2015-09-18,36,FROZEN FOODS,88.0,0,Libertad,Guayas,E,10,1297.0,,,,,,44.71,2015-09-18
1022952,2014-07-30,11,HOME CARE,406.0,0,Cayambe,Pichincha,B,6,2022.0,,,,,,104.29,2014-07-30
2569246,2016-12-15,47,SCHOOL AND OFFICE SUPPLIES,4.0,0,Quito,Pichincha,A,14,4254.0,,,,,,50.9,2016-12-15
905661,2014-05-25,20,DELI,0.0,0,Quito,Pichincha,B,6,0.0,,,,,,105.01,2014-05-25
1635981,2015-07-10,12,CELEBRATION,6.0,0,Latacunga,Cotopaxi,C,15,1137.0,,,,,,52.74,2015-07-10
2194809,2016-05-19,41,GROCERY I,2089.0,34,Machala,El Oro,D,4,910.0,,,,,,48.16,2016-05-19
2019420,2016-02-11,20,HOME CARE,209.0,1,Quito,Pichincha,B,6,1289.0,,,,,,26.19,2016-02-11
1184178,2014-10-28,35,CELEBRATION,1.0,0,Playas,Guayas,C,3,569.0,,,,,,81.36,2014-10-28
2066077,2016-03-08,3,GROCERY II,57.0,0,Quito,Pichincha,D,8,2891.0,,,,,,36.67,2016-03-08
2813835,2017-05-03,10,MEATS,174.198,0,Quito,Pichincha,C,15,896.0,,,,,,47.79,2017-05-03
933981,2014-06-10,15,HOME AND KITCHEN I,0.0,0,Ibarra,Imbabura,C,15,1370.0,,,,,,105.02,2014-06-10
2444910,2016-10-07,1,CELEBRATION,35.0,7,Quito,Pichincha,D,13,1743.0,Holiday,Local,Quevedo,Cantonizacion de Quevedo,False,49.76,2016-10-07
2062924,2016-03-06,40,POULTRY,131.12,0,Machala,El Oro,C,3,1195.0,,,,,,35.91,2016-03-06
1594422,2015-06-16,45,PLAYERS AND ELECTRONICS,24.0,0,Quito,Pichincha,A,11,3143.0,,,,,,60.01,2015-06-16
2277934,2016-07-05,24,EGGS,161.0,0,Guayaquil,Guayas,D,1,2172.0,,,,,,46.73,2016-07-05
88027,2013-02-19,29,HOME AND KITCHEN II,0.0,0,Guayaquil,Guayas,E,10,0.0,,,,,,96.69,2013-02-19
360879,2013-07-22,34,MEATS,210.827,0,Guayaquil,Guayas,B,6,2280.0,,,,,,106.61,2013-07-22
1465470,2015-04-05,28,CELEBRATION,0.0,0,Guayaquil,Guayas,E,10,1326.0,,,,,,49.13,2015-04-05
1268817,2014-12-15,10,AUTOMOTIVE,3.0,0,Quito,Pichincha,C,15,1128.0,,,,,,55.96,2014-12-15
1755825,2015-09-15,24,PLAYERS AND ELECTRONICS,10.0,0,Guayaquil,Guayas,D,1,2238.0,,,,,,44.58,2015-09-15
2531114,2016-11-24,28,HARDWARE,0.0,0,Guayaquil,Guayas,E,10,990.0,,,,,,46.72,2016-11-24
995249,2014-07-14,34,BEAUTY,2.0,0,Guayaquil,Guayas,B,6,2322.0,,,,,,101.73,2014-07-14
2456696,2016-10-13,4,FROZEN FOODS,50.176,2,Quito,Pichincha,D,9,1183.0,,,,,,50.47,2016-10-13
2543215,2016-12-01,18,BOOKS,0.0,0,Quito,Pichincha,B,16,0.0,,,,,,51.08,2016-12-01
1269328,2014-12-15,24,HOME AND KITCHEN II,6.0,0,Guayaquil,Guayas,D,1,2904.0,,,,,,55.96,2014-12-15
452463,2013-09-11,54,AUTOMOTIVE,6.0,0,El Carmen,Manabi,C,3,711.0,,,,,,107.65,2013-09-11
929291,2014-06-07,33,FROZEN FOODS,73.144,0,Quevedo,Los Rios,C,3,1415.0,,,,,,103.32,2014-06-07
2301542,2016-07-18,36,MAGAZINES,1.0,0,Libertad,Guayas,E,10,1028.0,,,,,,45.23,2016-07-18
976316,2014-07-03,52,FROZEN FOODS,0.0,0,Manta,Manabi,A,11,0.0,Holiday,Local,El Carmen,Cantonizacion de El Carmen,False,104.76,2014-07-03
1373751,2015-02-12,53,PLAYERS AND ELECTRONICS,0.0,0,Manta,Manabi,D,13,739.0,,,,,,51.17,2015-02-12
129227,2013-03-14,34,SEAFOOD,3.0,0,Guayaquil,Guayas,B,6,2365.0,,,,,,93.03,2013-03-14
1091773,2014-09-06,42,BABY CARE,0.0,0,Cuenca,Azuay,D,2,0.0,,,,,,93.32,2014-09-06
1992700,2016-01-27,20,POULTRY,184.383,0,Quito,Pichincha,B,6,1172.0,,,,,,32.32,2016-01-27
160703,2013-04-01,18,PET SUPPLIES,0.0,0,Quito,Pichincha,B,16,1483.0,Holiday,Regional,Cotopaxi,Provincializacion de Cotopaxi,False,97.1,2013-04-01
1487070,2015-04-17,33,MEATS,188.90399,0,Quevedo,Los Rios,C,3,935.0,,,,,,55.71,2015-04-17
1123489,2014-09-24,32,BOOKS,0.0,0,Guayaquil,Guayas,C,3,540.0,,,,,,93.6,2014-09-24
303826,2013-06-20,33,POULTRY,97.436,0,Quevedo,Los Rios,C,3,971.0,,,,,,94.89,2013-06-20
1465353,2015-04-05,24,LINGERIE,6.0,0,Guayaquil,Guayas,D,1,1580.0,,,,,,49.13,2015-04-05
1874301,2015-11-20,49,AUTOMOTIVE,10.0,0,Quito,Pichincha,A,11,2891.0,,,,,,39.39,2015-11-20
1603819,2015-06-22,1,LADIESWEAR,12.0,0,Quito,Pichincha,D,13,1824.0,,,,,,60.01,2015-06-22
220342,2013-05-04,41,BABY CARE,0.0,0,Machala,El Oro,D,4,995.0,,,,,,95.25,2013-05-04
2144971,2016-04-21,43,BOOKS,0.0,0,Esmeraldas,Esmeraldas,E,10,1289.0,Holiday,Local,Riobamba,Cantonizacion de Riobamba,False,43.18,2016-04-21
2451605,2016-10-10,47,BEAUTY,17.0,0,Quito,Pichincha,A,14,3419.0,,,,,,49.76,2016-10-10
1238083,2014-11-27,47,"LIQUOR,WINE,BEER",121.0,0,Quito,Pichincha,A,14,3241.0,,,,,,73.7,2014-11-27
2119223,2016-04-07,20,PREPARED FOODS,74.123,0,Quito,Pichincha,B,6,1409.0,,,,,,37.3,2016-04-07
2155418,2016-04-27,36,MAGAZINES,0.0,0,Libertad,Guayas,E,10,868.0,Event,National,Ecuador,Terremoto Manabi+11,False,45.29,2016-04-27
1673151,2015-07-30,54,HOME CARE,158.0,0,El Carmen,Manabi,C,3,713.0,,,,,,48.53,2015-07-30
2814506,2017-05-03,3,BEAUTY,7.0,1,Quito,Pichincha,D,8,3235.0,,,,,,47.79,2017-05-03
1634048,2015-07-08,8,LAWN AND GARDEN,16.0,1,Quito,Pichincha,D,8,3086.0,,,,,,51.61,2015-07-08
2829820,2017-05-12,1,BOOKS,0.0,0,Quito,Pichincha,D,13,1982.0,Holiday,Local,Puyo,Cantonizacion del Puyo,False,47.83,2017-05-12
1635771,2015-07-09,6,PLAYERS AND ELECTRONICS,12.0,0,Quito,Pichincha,D,13,1653.0,,,,,,52.76,2015-07-09
1093565,2014-09-07,42,FROZEN FOODS,0.0,0,Cuenca,Azuay,D,2,0.0,,,,,,93.32,2014-09-07
2071685,2016-03-11,37,FROZEN FOODS,184.185,1,Cuenca,Azuay,D,2,1570.0,,,,,,38.51,2016-03-11
2089911,2016-03-21,48,LINGERIE,1.0,0,Quito,Pichincha,A,14,2439.0,,,,,,39.91,2016-03-21
245610,2013-05-18,5,MEATS,360.859,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1591.0,,,,,,95.72,2013-05-18
751643,2014-02-27,49,BEAUTY,2.0,0,Quito,Pichincha,A,11,2078.0,,,,,,102.68,2014-02-27
2964675,2017-07-26,42,LINGERIE,10.0,0,Cuenca,Azuay,D,2,1077.0,,,,,,48.58,2017-07-26
2798391,2017-04-24,27,MEATS,268.773,0,Daule,Guayas,D,1,1448.0,,,,,,48.9,2017-04-24
2227803,2016-06-07,18,CELEBRATION,6.0,0,Quito,Pichincha,B,16,1313.0,,,,,,50.37,2016-06-07
1590541,2015-06-14,37,CLEANING,1046.0,2,Cuenca,Azuay,D,2,1283.0,,,,,,59.96,2015-06-14
844675,2014-04-21,1,CLEANING,604.0,0,Quito,Pichincha,D,13,1776.0,Holiday,Local,Riobamba,Cantonizacion de Riobamba,False,104.35,2014-04-21
2215138,2016-05-31,12,GROCERY II,5.0,0,Latacunga,Cotopaxi,C,15,1366.0,,,,,,49.1,2016-05-31
1932201,2015-12-23,23,HOME CARE,132.0,1,Ambato,Tungurahua,D,9,1772.0,Additional,National,Ecuador,Navidad-2,False,36.76,2015-12-23
238750,2013-05-14,8,POULTRY,170.156,0,Quito,Pichincha,D,8,2521.0,,,,,,93.96,2013-05-14
1136084,2014-10-01,35,PET SUPPLIES,0.0,0,Playas,Guayas,C,3,701.0,,,,,,90.74,2014-10-01
2692601,2017-02-23,9,SEAFOOD,10.0,0,Quito,Pichincha,B,6,1892.0,,,,,,54.48,2017-02-23
2847405,2017-05-21,52,AUTOMOTIVE,26.0,0,Manta,Manabi,A,11,2827.0,,,,,,50.32,2017-05-21
2043100,2016-02-24,35,BOOKS,0.0,0,Playas,Guayas,C,3,685.0,,,,,,30.35,2016-02-24
963603,2014-06-26,46,BEVERAGES,1403.0,0,Quito,Pichincha,A,14,2634.0,,,,,,106.49,2014-06-26
1005767,2014-07-20,29,PET SUPPLIES,0.0,0,Guayaquil,Guayas,E,10,0.0,,,,,,103.83,2014-07-20
2937170,2017-07-11,21,BREAD/BAKERY,485.0,12,Santo Domingo,Santo Domingo de los Tsachilas,B,6,1096.0,,,,,,45.06,2017-07-11
466769,2013-09-19,6,HOME APPLIANCES,1.0,0,Quito,Pichincha,D,13,1456.0,,,,,,106.26,2013-09-19
46794,2013-01-27,22,AUTOMOTIVE,0.0,0,Puyo,Pastaza,C,7,0.0,,,,,,95.15,2013-01-27
2828020,2017-05-10,9,LADIESWEAR,6.0,0,Quito,Pichincha,B,6,1825.0,,,,,,47.28,2017-05-10
2819039,2017-05-05,7,HARDWARE,3.0,0,Quito,Pichincha,D,8,1958.0,,,,,,46.23,2017-05-05
680914,2014-01-19,14,PERSONAL CARE,134.0,0,Riobamba,Chimborazo,C,7,1241.0,,,,,,93.96,2014-01-19
2626292,2017-01-17,48,LAWN AND GARDEN,3.0,0,Quito,Pichincha,A,14,2354.0,,,,,,52.45,2017-01-17
1980257,2016-01-20,21,PET SUPPLIES,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,B,6,836.0,,,,,,26.68,2016-01-20
1339088,2015-01-24,31,HARDWARE,1.0,0,Babahoyo,Los Rios,B,10,1451.0,,,,,,45.26,2015-01-24
1698869,2015-08-14,26,PREPARED FOODS,23.0,0,Guayaquil,Guayas,D,10,553.0,,,,,,42.45,2015-08-14
2931858,2017-07-08,22,CELEBRATION,2.0,0,Puyo,Pastaza,C,7,820.0,,,,,,44.25,2017-07-08
2347401,2016-08-13,23,GROCERY I,1647.0,17,Ambato,Tungurahua,D,9,835.0,,,,,,44.47,2016-08-13
2223518,2016-06-04,47,FROZEN FOODS,446.193,3,Quito,Pichincha,A,14,4494.0,,,,,,48.69,2016-06-04
682254,2014-01-19,51,GROCERY I,5740.0,0,Guayaquil,Guayas,A,17,1810.0,,,,,,93.96,2014-01-19
1926580,2015-12-20,16,CLEANING,1256.0,1,Santo Domingo,Santo Domingo de los Tsachilas,C,3,1022.0,,,,,,34.72,2015-12-20
2741233,2017-03-23,23,"LIQUOR,WINE,BEER",262.0,4,Ambato,Tungurahua,D,9,1017.0,,,,,,47.0,2017-03-23
2487104,2016-10-30,42,PET SUPPLIES,8.0,0,Cuenca,Azuay,D,2,1278.0,,,,,,48.72,2016-10-30
2713897,2017-03-07,7,EGGS,310.0,1,Quito,Pichincha,D,8,1873.0,,,,,,52.68,2017-03-07
2555083,2016-12-07,5,PERSONAL CARE,306.0,17,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1336.0,,,,,,49.85,2016-12-07
2403070,2016-09-13,35,EGGS,117.0,0,Playas,Guayas,C,3,565.0,,,,,,44.91,2016-09-13
1620030,2015-07-01,14,PLAYERS AND ELECTRONICS,4.0,0,Riobamba,Chimborazo,C,7,1424.0,,,,,,56.94,2015-07-01
1165712,2014-10-18,17,LAWN AND GARDEN,0.0,0,Quito,Pichincha,C,12,1437.0,,,,,,82.8,2014-10-18
2932457,2017-07-08,39,FROZEN FOODS,135.0,17,Cuenca,Azuay,B,6,1688.0,,,,,,44.25,2017-07-08
490764,2013-10-03,29,LINGERIE,0.0,0,Guayaquil,Guayas,E,10,0.0,,,,,,103.29,2013-10-03
317753,2013-06-28,24,PREPARED FOODS,160.454,0,Guayaquil,Guayas,D,1,2452.0,,,,,,96.36,2013-06-28
848939,2014-04-23,29,HARDWARE,0.0,0,Guayaquil,Guayas,E,10,0.0,,,,,,101.47,2014-04-23
1885573,2015-11-27,15,LADIESWEAR,2.0,0,Ibarra,Imbabura,C,15,1180.0,Event,National,Ecuador,Black Friday,False,40.57,2015-11-27
1463056,2015-04-04,10,BABY CARE,0.0,0,Quito,Pichincha,C,15,1266.0,,,,,,49.13,2015-04-04
843539,2014-04-20,27,PET SUPPLIES,0.0,0,Daule,Guayas,D,1,1655.0,,,,,,104.33,2014-04-20
931167,2014-06-08,36,CELEBRATION,0.0,0,Libertad,Guayas,E,10,1244.0,,,,,,103.32,2014-06-08
1847763,2015-11-05,53,PLAYERS AND ELECTRONICS,3.0,0,Manta,Manabi,D,13,705.0,,,,,,45.27,2015-11-05
2988857,2017-08-09,21,HARDWARE,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,B,6,965.0,,,,,,49.59,2017-08-09
1597320,2015-06-18,27,LINGERIE,7.0,0,Daule,Guayas,D,1,1310.0,,,,,,60.41,2015-06-18
1924960,2015-12-19,20,BOOKS,0.0,0,Quito,Pichincha,B,6,2139.0,,,,,,34.72,2015-12-19
2736158,2017-03-20,30,PREPARED FOODS,16.0,0,Guayaquil,Guayas,C,3,742.0,,,,,,47.79,2017-03-20
1520793,2015-05-06,3,LINGERIE,23.0,0,Quito,Pichincha,D,8,3197.0,,,,,,60.93,2015-05-06
904160,2014-05-24,28,PET SUPPLIES,0.0,0,Guayaquil,Guayas,E,10,1300.0,Holiday,National,Ecuador,Batalla de Pichincha,False,105.01,2014-05-24
13579,2013-01-08,4,HOME AND KITCHEN II,0.0,0,Quito,Pichincha,D,9,1397.0,,,,,,93.21,2013-01-08
994871,2014-07-14,23,LAWN AND GARDEN,0.0,0,Ambato,Tungurahua,D,9,965.0,,,,,,101.73,2014-07-14
1040988,2014-08-09,18,BEVERAGES,971.0,0,Quito,Pichincha,B,16,1207.0,,,,,,97.61,2014-08-09
695000,2014-01-27,1,LAWN AND GARDEN,4.0,0,Quito,Pichincha,D,13,1765.0,,,,,,95.82,2014-01-27
2925488,2017-07-04,43,BREAD/BAKERY,572.0,6,Esmeraldas,Esmeraldas,E,10,1543.0,,,,,,46.02,2017-07-04
653762,2014-01-03,51,SEAFOOD,101.5535,0,Guayaquil,Guayas,A,17,1679.0,,,,,,93.66,2014-01-03
1723878,2015-08-28,28,MEATS,136.046,0,Guayaquil,Guayas,E,10,922.0,,,,,,45.29,2015-08-28
2375535,2016-08-29,12,PRODUCE,328.028,2,Latacunga,Cotopaxi,C,15,1105.0,,,,,,46.97,2016-08-29
461147,2013-09-16,48,BREAD/BAKERY,526.409,0,Quito,Pichincha,A,14,2616.0,,,,,,106.54,2013-09-16
136102,2013-03-18,28,EGGS,93.0,0,Guayaquil,Guayas,E,10,990.0,,,,,,93.71,2013-03-18
892671,2014-05-17,6,LINGERIE,8.0,0,Quito,Pichincha,D,13,2161.0,,,,,,102.31,2014-05-17
794631,2014-03-23,54,MEATS,62.271,0,El Carmen,Manabi,C,3,1013.0,,,,,,99.97,2014-03-23
887002,2014-05-14,46,POULTRY,716.902,0,Quito,Pichincha,A,14,2991.0,,,,,,102.63,2014-05-14
2427781,2016-09-27,29,BOOKS,0.0,0,Guayaquil,Guayas,E,10,1074.0,,,,,,44.65,2016-09-27
147706,2013-03-24,52,SCHOOL AND OFFICE SUPPLIES,0.0,0,Manta,Manabi,A,11,0.0,,,,,,93.41,2013-03-24
710498,2014-02-04,44,DAIRY,1946.0,0,Quito,Pichincha,A,5,3742.0,,,,,,97.24,2014-02-04
197358,2013-04-21,46,HOME CARE,0.0,0,Quito,Pichincha,A,14,4582.0,Holiday,Local,Riobamba,Cantonizacion de Riobamba,False,88.04,2013-04-21
2356939,2016-08-18,40,GROCERY II,0.0,0,Machala,El Oro,C,3,1263.0,,,,,,48.2,2016-08-18
836149,2014-04-16,2,POULTRY,468.76,0,Quito,Pichincha,D,13,1991.0,,,,,,103.71,2014-04-16
1388835,2015-02-21,27,PRODUCE,41.0,0,Daule,Guayas,D,1,1918.0,,,,,,49.95,2015-02-21
1603634,2015-06-21,53,SEAFOOD,9.0,1,Manta,Manabi,D,13,1132.0,,,,,,59.62,2015-06-21
1041631,2014-08-09,35,LADIESWEAR,0.0,0,Playas,Guayas,C,3,661.0,,,,,,97.61,2014-08-09
2341718,2016-08-10,14,BREAD/BAKERY,134.0,7,Riobamba,Chimborazo,C,7,1259.0,Holiday,National,Ecuador,Primer Grito de Independencia,True,41.75,2016-08-10
351054,2013-07-17,1,AUTOMOTIVE,2.0,0,Quito,Pichincha,D,13,1846.0,,,,,,106.39,2013-07-17
378851,2013-08-01,39,FROZEN FOODS,47.795,0,Cuenca,Azuay,B,6,1420.0,,,,,,107.93,2013-08-01
764688,2014-03-07,15,GROCERY I,2447.0,0,Ibarra,Imbabura,C,15,1276.0,,,,,,102.82,2014-03-07
1152843,2014-10-10,6,LINGERIE,5.0,0,Quito,Pichincha,D,13,1842.0,Transfer,National,Ecuador,Traslado Independencia de Guayaquil,False,85.87,2014-10-10
2662435,2017-02-07,12,POULTRY,139.228,0,Latacunga,Cotopaxi,C,15,1158.0,,,,,,52.19,2017-02-07
493532,2013-10-04,7,HOME APPLIANCES,0.0,0,Quito,Pichincha,D,8,2046.0,,,,,,103.83,2013-10-04
2664136,2017-02-08,10,GROCERY II,2.0,0,Quito,Pichincha,C,15,817.0,,,,,,52.37,2017-02-08
2573148,2016-12-17,8,CELEBRATION,54.0,0,Quito,Pichincha,D,8,3626.0,,,,,,51.93,2016-12-17
1905522,2015-12-08,25,BEVERAGES,1248.0,15,Salinas,Santa Elena,D,1,644.0,Holiday,Local,Loja,Fundacion de Loja,False,37.46,2015-12-08
2701086,2017-02-28,47,BEVERAGES,12696.0,19,Quito,Pichincha,A,14,4312.0,Holiday,National,Ecuador,Carnaval,False,54.0,2017-02-28
1100114,2014-09-11,26,PET SUPPLIES,0.0,0,Guayaquil,Guayas,D,10,460.0,,,,,,92.89,2014-09-11
1388293,2015-02-21,12,HOME AND KITCHEN II,8.0,0,Latacunga,Cotopaxi,C,15,1295.0,,,,,,49.95,2015-02-21
2431089,2016-09-29,21,GROCERY I,2917.579,98,Santo Domingo,Santo Domingo de los Tsachilas,B,6,868.0,,,,,,47.72,2016-09-29
2472328,2016-10-22,29,BABY CARE,1.0,0,Guayaquil,Guayas,E,10,1191.0,,,,,,50.61,2016-10-22
1139267,2014-10-03,25,DAIRY,586.0,3,Salinas,Santa Elena,D,1,1089.0,,,,,,89.76,2014-10-03
376695,2013-07-31,29,AUTOMOTIVE,0.0,0,Guayaquil,Guayas,E,10,0.0,,,,,,105.1,2013-07-31
850626,2014-04-24,26,HOME CARE,0.0,0,Guayaquil,Guayas,D,10,575.0,,,,,,102.2,2014-04-24
2519057,2016-11-17,4,BEAUTY,5.0,1,Quito,Pichincha,D,9,1301.0,,,,,,45.37,2016-11-17
2435058,2016-10-01,32,LINGERIE,0.0,0,Guayaquil,Guayas,C,3,751.0,,,,,,47.72,2016-10-01
